gender,SeniorCitizen,Partner,Dependents,tenure,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CLV,TenureGroup,ChurnProbability,RevenueAtRisk,Segment
Male,0,No,Yes,13,Month-to-month,Credit card (automatic),78.3,1033.95,0,1017.9,12-24,0.7678466435479087,781.5910984674163,At Risk
Male,0,No,No,44,Month-to-month,Credit card (automatic),68.85,2958.95,0,3029.3999999999996,36-48,0.4525347931417223,1370.9089023435333,Loyal
Female,0,No,No,33,One year,Bank transfer (automatic),79.95,2684.85,0,2638.35,24-36,0.3158324652854239,833.2765847857981,Loyal
Male,0,Yes,Yes,72,Two year,Credit card (automatic),55.45,4179.2,0,3992.4,60-72,0.026040828105462117,103.96540212824695,Loyal
Male,0,No,No,1,Month-to-month,Electronic check,79.9,79.9,1,79.9,0-12,0.8296689626164112,66.29055011305125,At Risk
Female,0,No,No,19,Month-to-month,Electronic check,106.6,1934.45,1,2025.3999999999999,12-24,0.7118489968341605,1441.7789581879085,Critical
Male,0,Yes,No,64,One year,Credit card (automatic),102.45,6654.1,0,6556.8,60-72,0.29293231776841927,1920.6986211439714,Loyal
Male,0,No,No,2,Month-to-month,Credit card (automatic),46.0,84.5,1,92.0,0-12,0.6841497037611117,62.94177274602228,At Risk
Female,0,No,No,1,Month-to-month,Electronic check,25.25,25.25,0,25.25,0-12,0.7312354190816885,18.463694331812636,At Risk
Male,0,No,Yes,61,Two year,Mailed check,19.75,1124.2,0,1204.75,60-72,0.009670478102037056,11.650508493429143,Safe
Female,0,Yes,Yes,29,One year,Electronic check,20.0,540.05,0,580.0,24-36,0.06933601320500808,40.214887658904686,Safe
Male,1,Yes,No,23,Month-to-month,Electronic check,86.8,1975.85,0,1996.3999999999999,12-24,0.8155230633740969,1628.1102437200468,Critical
Female,0,Yes,No,57,Month-to-month,Bank transfer (automatic),58.75,3437.45,0,3348.75,48-60,0.30361224619247024,1016.7215094370347,Loyal
Male,0,Yes,Yes,72,Two year,Credit card (automatic),45.25,3139.8,0,3258.0,60-72,0.011689420956586557,38.084133476559,Loyal
Male,0,Yes,No,66,Two year,Bank transfer (automatic),56.6,3789.2,0,3735.6,60-72,0.038356902122843275,143.28604357009334,Loyal
Male,0,Yes,Yes,65,Two year,Bank transfer (automatic),84.2,5324.5,0,5473.0,60-72,0.0601138931787759,329.0033373674405,Loyal
Female,0,No,No,8,Month-to-month,Bank transfer (automatic),80.0,624.6,0,640.0,0-12,0.8235414509085971,527.0665285815021,At Risk
Female,0,No,No,4,Month-to-month,Electronic check,70.15,268.35,1,280.6,0-12,0.8267351791396002,231.9818912665718,At Risk
Female,0,Yes,No,71,Two year,Bank transfer (automatic),24.75,1836.9,0,1757.25,60-72,0.009127909610092879,16.04001916233571,Loyal
Male,0,Yes,Yes,1,One year,Electronic check,20.2,20.2,0,20.2,0-12,0.26301257431254943,5.312854001113498,Safe
Male,0,Yes,No,4,Month-to-month,Mailed check,50.05,179.35,1,200.2,0-12,0.5287844598353626,105.86264885903958,At Risk
Female,0,No,No,12,One year,Bank transfer (automatic),19.35,219.35,0,232.20000000000002,0-12,0.18240537241599636,42.354527474994356,Safe
Male,0,No,No,24,One year,Mailed check,50.6,1288.75,0,1214.4,12-24,0.5002077904276317,607.452340695316,At Risk
Female,0,Yes,Yes,31,One year,Mailed check,81.15,2545.75,0,2515.65,24-36,0.2211996900762275,556.4610003402618,Loyal
Female,0,Yes,No,1,Month-to-month,Mailed check,55.2,55.2,1,55.2,0-12,0.6995404939536243,38.614635266240064,At Risk
Male,0,No,No,30,Month-to-month,Credit card (automatic),89.9,2723.15,0,2697.0,24-36,0.7183767669855323,1937.4621405599808,Critical
Female,0,Yes,Yes,47,Two year,Credit card (automatic),85.3,4107.25,0,4009.1,36-48,0.07607045049767215,304.97404309021744,Loyal
Male,0,No,No,54,Two year,Credit card (automatic),108.0,5760.65,0,5832.0,48-60,0.1820611608153193,1061.7806898749423,Loyal
Male,0,No,No,50,Month-to-month,Credit card (automatic),93.5,4747.5,0,4675.0,48-60,0.3766523253528768,1760.849621024699,Loyal
Male,0,No,No,1,Month-to-month,Mailed check,84.6,84.6,1,84.6,0-12,0.8285354637032971,70.09410022929893,At Risk
Female,0,No,No,72,Two year,Credit card (automatic),20.25,1566.9,0,1458.0,60-72,0.00678205023900139,9.888229248464027,Loyal
Female,0,No,No,29,Month-to-month,Electronic check,25.15,702.0,0,729.3499999999999,24-36,0.20911988126097103,152.5215853976892,Safe
Male,0,No,No,2,Month-to-month,Mailed check,54.4,114.1,1,108.8,0-12,0.727315646177662,79.13194230412962,At Risk
Female,0,No,No,10,Two year,Mailed check,29.6,299.05,0,296.0,0-12,0.30153238763065054,89.25358673867257,Safe
Male,0,Yes,No,18,Month-to-month,Electronic check,73.15,1305.95,0,1316.7,12-24,0.7999088090121395,1053.239928826284,At Risk
Female,1,No,No,11,Month-to-month,Electronic check,95.0,1120.3,1,1045.0,0-12,0.8731581917255856,912.450310353237,At Risk
Male,0,No,No,16,Two year,Mailed check,19.75,284.35,0,316.0,12-24,0.0750160235469749,23.705063440844068,Safe
Female,0,No,No,72,Two year,Bank transfer (automatic),86.6,6350.5,0,6235.2,60-72,0.04751903841717823,296.29070833878967,Loyal
Male,0,No,No,72,Two year,Bank transfer (automatic),109.2,7878.3,0,7862.400000000001,60-72,0.12694329906556484,998.078994573097,Loyal
Female,0,Yes,Yes,41,One year,Credit card (automatic),74.7,3187.65,0,3062.7000000000003,36-48,0.1469909740277412,450.189256154763,Loyal
Female,1,Yes,No,65,Month-to-month,Electronic check,94.4,6126.15,0,6136.0,60-72,0.34284591378326246,2103.7025269740984,Loyal
Female,1,No,No,13,Month-to-month,Electronic check,54.8,731.3,0,712.4,12-24,0.590315909170299,420.54105369292097,At Risk
Male,1,No,No,4,Month-to-month,Electronic check,75.35,273.4,0,301.4,0-12,0.7226426322503697,217.8044893602614,At Risk
Male,0,No,No,41,One year,Mailed check,65.0,2531.8,0,2665.0,36-48,0.26238857316198916,699.2655474767012,Loyal
Male,1,No,No,15,Month-to-month,Electronic check,74.4,1074.3,1,1116.0,12-24,0.7740307315886478,863.8182964529309,At Risk
Male,0,No,No,1,Month-to-month,Mailed check,48.55,48.55,1,48.55,0-12,0.6087994563319222,29.55721360491482,At Risk
Male,0,No,No,42,One year,Electronic check,99.0,4298.45,0,4158.0,36-48,0.42521754185973326,1768.054539052771,Loyal
Female,0,Yes,No,51,One year,Electronic check,93.5,4619.55,0,4768.5,48-60,0.2884320077447568,1375.388028930873,Loyal
Female,0,Yes,Yes,2,Month-to-month,Electronic check,70.4,147.15,1,140.8,0-12,0.7430396578924461,104.61998383125642,At Risk
Male,1,Yes,No,1,Month-to-month,Electronic check,40.2,40.2,1,40.2,0-12,0.7910155752790062,31.798826126216053,At Risk
Male,0,No,Yes,32,One year,Credit card (automatic),83.7,2633.3,0,2678.4,24-36,0.20448474674689968,547.6919456868961,Loyal
Male,0,No,No,10,Month-to-month,Mailed check,19.85,193.05,0,198.5,0-12,0.4098955842437271,81.36427347237982,Safe
Female,0,Yes,Yes,67,Two year,Electronic check,59.55,4103.9,0,3989.85,60-72,0.0642806109607121,256.46999564159717,Loyal
Female,0,Yes,Yes,61,Two year,Credit card (automatic),115.1,7008.15,0,7021.099999999999,60-72,0.10283260220805246,721.997983362957,Loyal
Male,0,No,No,50,One year,Credit card (automatic),114.35,5791.1,0,5717.5,48-60,0.281773944133525,1611.0425255834293,Loyal
Female,0,Yes,No,2,Month-to-month,Credit card (automatic),44.6,80.55,1,89.2,0-12,0.6754594319786525,60.25098133249581,At Risk
Female,1,Yes,No,29,Month-to-month,Electronic check,45.0,1228.65,0,1305.0,24-36,0.5769436967580104,752.9115242692036,At Risk
Male,1,No,No,3,Month-to-month,Electronic check,41.15,132.2,1,123.44999999999999,0-12,0.8515248248758008,105.1207396309176,At Risk
Male,1,No,No,13,Month-to-month,Electronic check,106.9,1364.3,1,1389.7,12-24,0.9001554927916832,1250.9460883326021,At Risk
Male,1,Yes,No,57,Month-to-month,Electronic check,89.85,4925.35,0,5121.45,48-60,0.6603096825594746,3381.7430237442213,Critical
Female,0,No,No,31,Two year,Bank transfer (automatic),49.85,1520.1,0,1545.3500000000001,24-36,0.10624948978128582,164.19264903351004,Loyal
Female,0,Yes,No,45,One year,Mailed check,113.3,5032.25,0,5098.5,36-48,0.3299781592580934,1682.3936449773892,Loyal
Female,0,Yes,Yes,61,Two year,Mailed check,88.1,5526.75,0,5374.099999999999,60-72,0.03943908345680453,211.9495784052132,Loyal
Male,0,No,No,50,Two year,Bank transfer (automatic),24.9,1195.25,0,1245.0,48-60,0.020801282877799813,25.897597182860768,Safe
Female,1,No,No,19,Month-to-month,Mailed check,105.0,2007.25,0,1995.0,12-24,0.7293591734177469,1455.071550968405,Critical
Male,0,No,No,59,Two year,Mailed check,19.35,1099.6,1,1141.65,48-60,0.01318877118054562,15.056960618269908,Safe
Female,0,Yes,No,71,Two year,Credit card (automatic),24.25,1732.95,0,1721.75,60-72,0.013782617536609924,23.730221743658134,Loyal
Female,1,No,No,16,Month-to-month,Electronic check,94.45,1511.2,1,1511.2,12-24,0.8240645468666238,1245.3263432248418,Critical
Male,0,Yes,No,57,Two year,Electronic check,59.75,3450.15,0,3405.75,48-60,0.028677428171648964,97.66815099559346,Loyal
Male,0,No,No,1,Month-to-month,Bank transfer (automatic),24.8,24.8,1,24.8,0-12,0.70101345423251,17.38513366496625,At Risk
Male,1,Yes,No,20,Month-to-month,Electronic check,107.05,2172.05,0,2141.0,12-24,0.797519203578647,1707.4886148618832,Critical
Male,0,No,No,1,Month-to-month,Mailed check,70.6,70.6,1,70.6,0-12,0.80489808872186,56.82580506376331,At Risk
Male,0,Yes,No,5,Month-to-month,Electronic check,85.4,401.1,1,427.0,0-12,0.7906126303639333,337.5915931653995,At Risk
Female,0,Yes,No,52,Month-to-month,Electronic check,105.05,5624.85,1,5462.599999999999,48-60,0.7328933565111502,4003.5032492778087,Critical
Male,1,Yes,No,21,Month-to-month,Bank transfer (automatic),64.95,1339.8,0,1363.95,12-24,0.4761262593049785,649.4124113790255,Safe
Male,0,No,No,14,Month-to-month,Electronic check,55.0,771.95,0,770.0,12-24,0.7375674413527384,567.9269298416086,At Risk
Female,0,No,No,5,Month-to-month,Bank transfer (automatic),50.55,244.75,0,252.75,0-12,0.5030040231951438,127.1342668625726,At Risk
Female,0,No,No,6,Month-to-month,Mailed check,55.15,322.9,0,330.9,0-12,0.44133524591380807,146.03783287287908,Safe
Female,0,No,No,10,Month-to-month,Electronic check,51.2,498.25,0,512.0,0-12,0.5046892321309038,258.40088685102273,At Risk
Female,0,No,Yes,1,Month-to-month,Mailed check,25.4,25.4,0,25.4,0-12,0.4132640890670735,10.496907862303667,Safe
Female,0,No,No,68,Month-to-month,Mailed check,54.45,3687.75,0,3702.6000000000004,60-72,0.11972094546154238,443.27877266590684,Loyal
Male,0,Yes,Yes,18,Month-to-month,Mailed check,95.15,1779.95,1,1712.7,12-24,0.7726231037719031,1323.2715898301385,Critical
Female,0,No,No,22,One year,Credit card (automatic),76.0,1783.6,0,1672.0,12-24,0.6162983446527333,1030.45083225937,Critical
Female,0,No,No,20,Month-to-month,Electronic check,44.35,927.15,0,887.0,12-24,0.5278878482182728,468.236521369608,At Risk
Male,0,Yes,No,1,Month-to-month,Electronic check,70.0,70.0,1,70.0,0-12,0.7945670331443424,55.619692320103965,At Risk
Male,1,No,No,8,Month-to-month,Electronic check,74.5,606.55,1,596.0,0-12,0.8110989950716793,483.4150010627208,At Risk
Male,0,No,No,10,Month-to-month,Credit card (automatic),44.85,435.4,1,448.5,0-12,0.6080935802071046,272.7299707228864,At Risk
Male,1,No,No,24,Month-to-month,Electronic check,76.1,1712.7,1,1826.3999999999999,12-24,0.8077837701906813,1475.33627787626,Critical
Male,0,No,No,35,One year,Mailed check,61.2,2021.2,0,2142.0,24-36,0.12339776168361637,264.31800552630625,Loyal
Male,0,Yes,Yes,23,One year,Mailed check,86.8,1940.8,0,1996.3999999999999,12-24,0.32206180037104937,642.9641782607629,Loyal
Female,1,No,No,6,Month-to-month,Electronic check,89.35,567.8,0,536.0999999999999,0-12,0.8998354933881587,482.4018080053918,At Risk
Female,0,No,No,12,Month-to-month,Mailed check,19.7,220.35,0,236.39999999999998,0-12,0.29958993191040917,70.82305990362072,Safe
Male,0,No,No,1,Month-to-month,Mailed check,20.25,20.25,0,20.25,0-12,0.41487538415136166,8.401226529065074,Safe
Female,0,Yes,Yes,71,Two year,Electronic check,76.05,5436.45,0,5399.55,60-72,0.06900417715391013,372.59150475139546,Loyal
Male,1,Yes,No,35,Month-to-month,Electronic check,100.8,3437.5,0,3528.0,24-36,0.8544970355505468,3014.665541422329,Critical
Male,0,Yes,Yes,40,Month-to-month,Electronic check,74.55,3015.75,0,2982.0,36-48,0.5430079818636407,1619.2498019173768,Critical
Female,0,No,Yes,1,Month-to-month,Mailed check,73.6,73.6,1,73.6,0-12,0.7303631810362452,53.754730124267645,At Risk
Male,0,No,No,23,One year,Bank transfer (automatic),64.9,1509.8,0,1492.7,12-24,0.4350354215043035,649.3773736794739,Loyal
Female,1,No,No,4,Month-to-month,Electronic check,95.45,396.1,1,381.8,0-12,0.9277614889903449,354.21933649651373,At Risk
Male,0,No,No,4,Month-to-month,Electronic check,90.4,356.65,0,361.6,0-12,0.8099687811173625,292.8847112520383,At Risk
Female,0,Yes,Yes,68,Two year,Credit card (automatic),60.3,4109.0,0,4100.4,60-72,0.04167461668559546,170.8825982576156,Loyal
Male,0,No,Yes,38,Month-to-month,Mailed check,81.85,3141.7,0,3110.2999999999997,36-48,0.6433322006541353,2000.9561436945569,Critical
Male,0,Yes,Yes,52,Two year,Mailed check,24.8,1229.1,0,1289.6000000000001,48-60,0.0197682928633587,25.493190476587383,Safe
Male,1,Yes,No,32,Month-to-month,Electronic check,74.9,2303.35,1,2396.8,24-36,0.7651421567693336,1833.892721344739,Critical
Male,0,Yes,Yes,29,Two year,Mailed check,75.55,2054.4,0,2190.95,24-36,0.1275137784421641,279.37631287785945,Loyal
Male,1,Yes,Yes,38,Month-to-month,Electronic check,101.15,3741.85,0,3843.7000000000003,36-48,0.7269074332808055,2794.014101301432,Critical
Male,0,No,Yes,48,One year,Credit card (automatic),78.75,3682.45,0,3780.0,36-48,0.19708798443102765,744.9925811492845,Loyal
Female,0,No,No,1,Month-to-month,Bank transfer (automatic),19.25,19.25,0,19.25,0-12,0.42988686066519777,8.275322067805057,Safe
Female,0,No,No,22,Month-to-month,Electronic check,89.05,1886.25,0,1959.1,12-24,0.6136955085869757,1202.290870872744,Critical
Female,0,No,No,43,Two year,Credit card (automatic),115.05,4895.1,0,4947.15,36-48,0.17551515600573336,868.2998040337637,Loyal
Female,1,Yes,No,5,Month-to-month,Electronic check,69.35,341.6,0,346.75,0-12,0.8469911399578279,293.69417778037683,At Risk
Male,0,No,No,5,Month-to-month,Electronic check,80.6,415.55,1,403.0,0-12,0.8634721635267928,347.9792819012975,At Risk
Male,0,Yes,Yes,51,One year,Credit card (automatic),110.05,5686.4,0,5612.55,48-60,0.24307617193984354,1364.2771688209689,Loyal
Male,0,No,No,71,Two year,Credit card (automatic),19.9,1355.1,0,1412.8999999999999,60-72,0.010110447721540341,14.285051585764347,Loyal
Female,0,Yes,Yes,38,One year,Credit card (automatic),80.3,3058.65,1,3051.4,36-48,0.10454304927592681,319.0026605605631,Loyal
Male,1,Yes,No,24,Month-to-month,Electronic check,93.15,2231.05,1,2235.6000000000004,12-24,0.842636480156425,1883.798115037704,Critical
Male,0,Yes,No,35,Month-to-month,Credit card (automatic),91.5,3236.35,0,3202.5,24-36,0.70838895856566,2268.615639806526,Critical
Female,1,No,No,54,One year,Bank transfer (automatic),82.45,4350.1,1,4452.3,48-60,0.10403021138643213,463.1737101558118,Loyal
Female,0,Yes,Yes,72,Two year,Electronic check,60.0,4264.0,0,4320.0,60-72,0.05502294000283339,237.69910081224026,Loyal
Male,0,No,No,1,Month-to-month,Electronic check,44.8,44.8,0,44.8,0-12,0.700527219833741,31.383619448551595,At Risk
Female,0,Yes,Yes,9,One year,Mailed check,48.6,422.3,0,437.40000000000003,0-12,0.22946150778417346,100.36646350479748,Safe
Male,0,No,No,69,Two year,Bank transfer (automatic),60.05,4176.7,0,4143.45,60-72,0.045097954932539236,186.86112136522968,Loyal
Female,0,Yes,No,52,Month-to-month,Credit card (automatic),102.7,5138.1,0,5340.400000000001,48-60,0.6107212912380069,3261.4959837274523,Critical
Female,1,Yes,No,11,Month-to-month,Electronic check,82.9,880.05,0,911.9000000000001,0-12,0.796910507886281,726.7026921414997,At Risk
Female,1,No,No,2,Month-to-month,Electronic check,70.35,139.05,1,140.7,0-12,0.8587574296806931,120.82717035607351,At Risk
Female,1,Yes,Yes,28,Month-to-month,Electronic check,35.9,973.65,0,1005.1999999999999,24-36,0.6392787236337326,642.602972996628,At Risk
Female,1,No,No,17,Month-to-month,Credit card (automatic),82.65,1470.05,0,1405.0500000000002,12-24,0.8298494435803132,1165.9799607025193,Critical
Female,0,Yes,Yes,35,Two year,Mailed check,19.85,739.35,0,694.75,24-36,0.040784316463158075,28.334903862779072,Safe
Female,0,No,No,8,One year,Mailed check,19.2,161.95,0,153.6,0-12,0.2507886397828522,38.521135070646096,Safe
Male,0,No,No,46,One year,Credit card (automatic),94.9,4422.95,0,4365.400000000001,36-48,0.4832779626161298,2109.7016180044534,Loyal
Female,0,No,No,7,Month-to-month,Electronic check,73.85,511.25,1,516.9499999999999,0-12,0.8441250737574152,436.3704568788957,At Risk
Female,0,No,No,2,Month-to-month,Mailed check,80.6,155.8,1,161.2,0-12,0.8280213917005284,133.47704834212516,At Risk
Male,0,Yes,Yes,68,One year,Bank transfer (automatic),75.8,5293.95,1,5154.4,60-72,0.0865692408564176,446.2124950703188,Loyal
Female,0,No,No,43,Two year,Electronic check,104.6,4759.85,1,4497.8,36-48,0.41682176795763337,1874.7809479198434,Loyal
Female,0,No,No,68,Two year,Electronic check,88.15,6148.45,0,5994.200000000001,60-72,0.052420201120641566,314.21716955734973,Loyal
Female,0,No,No,36,Month-to-month,Credit card (automatic),94.8,3565.65,0,3412.7999999999997,24-36,0.7313597837607214,2495.98467001859,Critical
Male,0,Yes,No,63,Month-to-month,Electronic check,103.4,6603.0,1,6514.200000000001,60-72,0.663215257832397,4320.316832571801,Critical
Female,1,No,No,32,Month-to-month,Bank transfer (automatic),54.65,1830.1,0,1748.8,24-36,0.2387188942032456,417.4716021826359,Loyal
Female,0,Yes,No,71,Two year,Credit card (automatic),85.75,6223.8,0,6088.25,60-72,0.029110428199098475,177.2315644831613,Loyal
Female,0,Yes,Yes,66,Month-to-month,Bank transfer (automatic),67.45,4508.65,0,4451.7,60-72,0.1247415624608553,555.3120136069895,Loyal
Male,0,No,No,63,One year,Mailed check,20.5,1328.15,0,1291.5,60-72,0.025155073243644875,32.487777094167356,Safe
Female,0,No,Yes,41,One year,Credit card (automatic),20.25,865.0,0,830.25,36-48,0.055894346059369306,46.40628081579137,Safe
Female,1,No,No,1,Month-to-month,Electronic check,72.1,72.1,0,72.1,0-12,0.879431767963322,63.40703047015551,At Risk
Female,0,No,No,2,Month-to-month,Electronic check,90.4,168.2,1,180.8,0-12,0.8974123773997253,162.25215783387034,At Risk
Female,0,Yes,No,70,Two year,Bank transfer (automatic),19.45,1303.5,0,1361.5,60-72,0.006671128154607554,9.082740982498185,Safe
Female,0,No,No,23,Month-to-month,Electronic check,44.95,996.85,0,1033.8500000000001,12-24,0.7460318885285313,771.2850679552222,At Risk
Female,1,Yes,No,64,One year,Bank transfer (automatic),97.0,6430.9,0,6208.0,60-72,0.19733666818462323,1225.066036090141,Loyal
Male,0,Yes,Yes,37,Two year,Credit card (automatic),62.8,2278.75,0,2323.6,36-48,0.054630586862153684,126.93963163290029,Loyal
Male,0,No,Yes,17,One year,Mailed check,44.6,681.4,0,758.2,12-24,0.25993174755634985,197.08025099722445,Safe
Female,1,No,No,7,Month-to-month,Electronic check,89.15,574.35,0,624.0500000000001,0-12,0.895827067799047,559.0408816599953,At Risk
Male,0,Yes,Yes,4,Month-to-month,Bank transfer (automatic),84.8,371.9,1,339.2,0-12,0.781136188105827,264.9613950054965,At Risk
Female,1,No,No,21,Month-to-month,Electronic check,41.9,840.1,1,879.9,12-24,0.6592645294643892,580.086859475716,At Risk
Female,0,No,No,10,Month-to-month,Bank transfer (automatic),80.25,846.0,1,802.5,0-12,0.8187290577169049,657.0300688178162,At Risk
Female,1,No,No,16,Month-to-month,Electronic check,54.1,889.0,0,865.6,12-24,0.565464442090784,489.4660210737826,At Risk
Male,0,Yes,No,64,Two year,Electronic check,105.25,6823.4,0,6736.0,60-72,0.2452730906322494,1652.1595384988318,Loyal
Male,1,Yes,No,27,Month-to-month,Credit card (automatic),30.75,805.1,1,830.25,24-36,0.42593066603436575,353.62893547503216,Safe
Male,0,Yes,Yes,42,One year,Electronic check,97.1,4016.75,0,4078.2,36-48,0.37594180350376616,1533.165863049059,Loyal
Male,0,No,Yes,5,Month-to-month,Mailed check,20.2,83.75,0,101.0,0-12,0.31908002391845225,32.227082415763675,Safe
Female,0,No,No,41,Two year,Bank transfer (automatic),98.8,3959.15,0,4050.7999999999997,36-48,0.23972164096134943,971.0644232062342,Loyal
Male,0,Yes,No,58,One year,Credit card (automatic),50.3,2878.55,0,2917.3999999999996,48-60,0.08398993759495597,245.03224393952453,Loyal
